ID,VIGENCIA,MES,NUCLEO NUMERO,PERSONAS_NUCLEO,EDAD,ETAPA_VIDA,GENERO,LGTBI,GESTANTE,CABEZA_DE_FAMILIA,DISCAPACIDAD,ADULTO_MAYOR,AFRODESCENDIENTE,MESTIZO,INDIGENA,RROM,AMENAZA,DESPLAZAMIENTO,RECLUTAMIENTO_FORZADO,SECUESTRO,HOMICIDIO,TORTURA,DELITOS_CONTRA_LIBERTAD_E_INTEGRIDAD_SEXUAL,MINAS_ANTIPERSONAL,ACTO_TERRORISTA,DESPOJO_Y_ABANDONO_DE_BIENES,VINCULACION_DE_NNA_GRUPOS_ARMADOS,MIGRANTES_VENEZOLANOS,ORIENTACION,ATENCION_PSICOLOGICA,APOYO,ARTICULACION_INTERINSTITUCIONAL,DECLARACION,MES_ORDEN,CURSO_VIDA,CURSO_VIDA_ORDEN,CANTIDAD,FECHA,DPTO_CCDGO,DPTO_CNMBR,MUNICIPIO_PROCEDENCIA,MPIO_CCDGO,ID_GENERADO
1484,2018,NOVIEMBRE,Si,1,26,JOVENES,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,25-29,5,1,2018-11-01,20,CESAR,SAN ALBERTO,710,20710
1485,2018,NOVIEMBRE,Si,4,47,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,45-49,9,1,2018-11-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1486,2018,NOVIEMBRE,No,0,93,PERSONA MAYOR,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,85 o más,17,1,2018-11-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1487,2018,NOVIEMBRE,No,0,22,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,20-24,4,1,2018-11-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1488,2018,NOVIEMBRE,No,0,24,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,20-24,4,1,2018-11-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1489,2018,NOVIEMBRE,Si,5,44,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,40-44,8,1,2018-11-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1490,2018,NOVIEMBRE,No,0,38,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,35-39,7,1,2018-11-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1491,2018,NOVIEMBRE,No,0,14,ADOLESCENCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,10-14,2,1,2018-11-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1492,2018,NOVIEMBRE,No,0,15,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,15-19,3,1,2018-11-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1493,2018,NOVIEMBRE,No,0,11,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,10-14,2,1,2018-11-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1494,2018,NOVIEMBRE,Si,1,43,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,40-44,8,1,2018-11-01,54,NORTE DE SANTANDER,SAN JOSE DE CUCUTA,1,54001
1495,2018,NOVIEMBRE,Si,5,50,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,50-54,10,1,2018-11-01,54,NORTE DE SANTANDER,EL CARMEN,245,54245
1496,2018,NOVIEMBRE,No,0,52,ADULTEZ,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,50-54,10,1,2018-11-01,54,NORTE DE SANTANDER,EL CARMEN,245,54245
1497,2018,NOVIEMBRE,No,0,35,ADULTEZ,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,35-39,7,1,2018-11-01,54,NORTE DE SANTANDER,EL CARMEN,245,54245
1498,2018,NOVIEMBRE,No,0,82,PERSONA MAYOR,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,80-84,16,1,2018-11-01,54,NORTE DE SANTANDER,EL CARMEN,245,54245
1499,2018,NOVIEMBRE,No,0,39,ADULTEZ,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,35-39,7,1,2018-11-01,54,NORTE DE SANTANDER,EL CARMEN,245,54245
1500,2018,NOVIEMBRE,Si,5,56,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,55-59,11,1,2018-11-01,54,NORTE DE SANTANDER,TEORAMA,800,54800
1501,2018,NOVIEMBRE,No,0,25,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,25-29,5,1,2018-11-01,54,NORTE DE SANTANDER,TEORAMA,800,54800
1502,2018,NOVIEMBRE,No,0,9,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,5-9,1,1,2018-11-01,54,NORTE DE SANTANDER,TEORAMA,800,54800
1503,2018,NOVIEMBRE,No,0,4,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,0-4,0,1,2018-11-01,54,NORTE DE SANTANDER,TEORAMA,800,54800
1504,2018,NOVIEMBRE,No,0,1,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,0-4,0,1,2018-11-01,54,NORTE DE SANTANDER,TEORAMA,800,54800
1505,2018,NOVIEMBRE,Si,1,32,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,30-34,6,1,2018-11-01,20,CESAR,LA JAGUA DE IBIRICO,400,20400
1506,2018,NOVIEMBRE,Si,6,43,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,40-44,8,1,2018-11-01,20,CESAR,AGUACHICA,11,20011
1507,2018,NOVIEMBRE,No,0,43,ADULTEZ,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,40-44,8,1,2018-11-01,20,CESAR,AGUACHICA,11,20011
1508,2018,NOVIEMBRE,No,0,18,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,15-19,3,1,2018-11-01,20,CESAR,AGUACHICA,11,20011
1509,2018,NOVIEMBRE,No,0,11,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,10-14,2,1,2018-11-01,20,CESAR,AGUACHICA,11,20011
1510,2018,NOVIEMBRE,No,0,15,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,15-19,3,1,2018-11-01,20,CESAR,AGUACHICA,11,20011
1511,2018,NOVIEMBRE,No,0,20,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,20-24,4,1,2018-11-01,20,CESAR,AGUACHICA,11,20011
1512,2018,NOVIEMBRE,Si,2,53,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,50-54,10,1,2018-11-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1513,2018,NOVIEMBRE,No,0,35,ADULTEZ,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,35-39,7,1,2018-11-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1514,2018,NOVIEMBRE,Si,4,28,JOVENES,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,25-29,5,1,2018-11-01,54,NORTE DE SANTANDER,OCANA,498,54498
1515,2018,NOVIEMBRE,No,0,23,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,20-24,4,1,2018-11-01,54,NORTE DE SANTANDER,OCANA,498,54498
1516,2018,NOVIEMBRE,No,0,8,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,5-9,1,1,2018-11-01,54,NORTE DE SANTANDER,OCANA,498,54498
1517,2018,NOVIEMBRE,No,0,3,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,11,0-4,0,1,2018-11-01,54,NORTE DE SANTANDER,OCANA,498,54498
1518,2018,DICIEMBRE,Si,4,35,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,35-39,7,1,2018-12-01,13,BOLIVAR,SAN PABLO,670,13670
1519,2018,DICIEMBRE,No,0,23,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,20-24,4,1,2018-12-01,13,BOLIVAR,SAN PABLO,670,13670
1520,2018,DICIEMBRE,No,0,4,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,0-4,0,1,2018-12-01,13,BOLIVAR,SAN PABLO,670,13670
1521,2018,DICIEMBRE,No,0,5,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,5-9,1,1,2018-12-01,13,BOLIVAR,SAN PABLO,670,13670
1522,2018,DICIEMBRE,Si,4,44,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,40-44,8,1,2018-12-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
1523,2018,DICIEMBRE,No,0,9,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,5-9,1,1,2018-12-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
1524,2018,DICIEMBRE,No,0,17,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,15-19,3,1,2018-12-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
1525,2018,DICIEMBRE,No,0,4,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,0-4,0,1,2018-12-01,54,NORTE DE SANTANDER,EL TARRA,250,54250
1526,2018,DICIEMBRE,Si,6,59,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,55-59,11,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1527,2018,DICIEMBRE,No,0,33,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,30-34,6,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1528,2018,DICIEMBRE,No,0,30,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,30-34,6,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1529,2018,DICIEMBRE,No,0,17,ADOLESCENCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,15-19,3,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1530,2018,DICIEMBRE,No,0,15,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,15-19,3,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1531,2018,DICIEMBRE,No,0,11,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,10-14,2,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1532,2018,DICIEMBRE,Si,4,33,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,30-34,6,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1533,2018,DICIEMBRE,No,0,8,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,5-9,1,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1534,2018,DICIEMBRE,No,0,13,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,10-14,2,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1535,2018,DICIEMBRE,No,0,5,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,5-9,1,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1536,2018,DICIEMBRE,Si,5,37,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,35-39,7,1,2018-12-01,54,NORTE DE SANTANDER,LA ESPERANZA,385,54385
1537,2018,DICIEMBRE,No,0,36,ADULTEZ,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,35-39,7,1,2018-12-01,54,NORTE DE SANTANDER,LA ESPERANZA,385,54385
1538,2018,DICIEMBRE,No,0,20,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,20-24,4,1,2018-12-01,54,NORTE DE SANTANDER,LA ESPERANZA,385,54385
1539,2018,DICIEMBRE,No,0,13,ADOLESCENCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,10-14,2,1,2018-12-01,54,NORTE DE SANTANDER,LA ESPERANZA,385,54385
1540,2018,DICIEMBRE,No,0,7,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,5-9,1,1,2018-12-01,54,NORTE DE SANTANDER,LA ESPERANZA,385,54385
1541,2018,DICIEMBRE,Si,6,33,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,30-34,6,1,2018-12-01,20,CESAR,RIO DE ORO,614,20614
1542,2018,DICIEMBRE,No,0,32,ADULTEZ,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,30-34,6,1,2018-12-01,20,CESAR,RIO DE ORO,614,20614
1543,2018,DICIEMBRE,No,0,3,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,0-4,0,1,2018-12-01,20,CESAR,RIO DE ORO,614,20614
1544,2018,DICIEMBRE,No,0,26,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,25-29,5,1,2018-12-01,20,CESAR,RIO DE ORO,614,20614
1545,2018,DICIEMBRE,No,0,70,PERSONA MAYOR,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,70-74,14,1,2018-12-01,20,CESAR,RIO DE ORO,614,20614
1546,2018,DICIEMBRE,No,0,73,PERSONA MAYOR,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,70-74,14,1,2018-12-01,20,CESAR,RIO DE ORO,614,20614
1547,2018,DICIEMBRE,Si,6,31,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,30-34,6,1,2018-12-01,54,NORTE DE SANTANDER,CONVENCION,206,54206
1548,2018,DICIEMBRE,No,0,29,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,25-29,5,1,2018-12-01,54,NORTE DE SANTANDER,CONVENCION,206,54206
1549,2018,DICIEMBRE,No,0,11,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,10-14,2,1,2018-12-01,54,NORTE DE SANTANDER,CONVENCION,206,54206
1550,2018,DICIEMBRE,No,0,9,PRIMERA INFANCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,5-9,1,1,2018-12-01,54,NORTE DE SANTANDER,CONVENCION,206,54206
1551,2018,DICIEMBRE,No,0,56,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,55-59,11,1,2018-12-01,54,NORTE DE SANTANDER,CONVENCION,206,54206
1552,2018,DICIEMBRE,No,0,29,ADULTEZ,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,25-29,5,1,2018-12-01,54,NORTE DE SANTANDER,CONVENCION,206,54206
1553,2018,DICIEMBRE,Si,6,43,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,40-44,8,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1554,2018,DICIEMBRE,No,0,53,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,50-54,10,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1555,2018,DICIEMBRE,No,0,22,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,20-24,4,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1556,2018,DICIEMBRE,No,0,11,PRIMERA INFANCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,10-14,2,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1557,2018,DICIEMBRE,No,0,65,PERSONA MAYOR,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,65-69,13,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1558,2018,DICIEMBRE,No,0,22,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,20-24,4,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1559,2018,DICIEMBRE,Si,6,43,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,40-44,8,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1560,2018,DICIEMBRE,No,0,43,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,40-44,8,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1561,2018,DICIEMBRE,No,0,15,ADOLESCENCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,15-19,3,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1562,2018,DICIEMBRE,No,0,18,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,15-19,3,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1563,2018,DICIEMBRE,No,0,73,PERSONA MAYOR,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,70-74,14,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1564,2018,DICIEMBRE,No,0,41,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,40-44,8,1,2018-12-01,54,NORTE DE SANTANDER,OCANA,498,54498
1565,2018,DICIEMBRE,Si,6,42,ADULTEZ,MASCULINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,40-44,8,1,2018-12-01,54,NORTE DE SANTANDER,ABREGO,3,54003
1566,2018,DICIEMBRE,No,0,43,ADULTEZ,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,40-44,8,1,2018-12-01,54,NORTE DE SANTANDER,ABREGO,3,54003
1567,2018,DICIEMBRE,No,0,17,ADOLESCENCIA,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,15-19,3,1,2018-12-01,54,NORTE DE SANTANDER,ABREGO,3,54003
1568,2018,DICIEMBRE,No,0,13,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,10-14,2,1,2018-12-01,54,NORTE DE SANTANDER,ABREGO,3,54003
1569,2018,DICIEMBRE,No,0,61,PERSONA MAYOR,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,60-64,12,1,2018-12-01,54,NORTE DE SANTANDER,ABREGO,3,54003
1570,2018,DICIEMBRE,No,0,28,JOVENES,FEMENINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,25-29,5,1,2018-12-01,54,NORTE DE SANTANDER,ABREGO,3,54003
1571,2018,DICIEMBRE,Si,5,36,ADULTEZ,FEMENINO,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,35-39,7,1,2018-12-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1572,2018,DICIEMBRE,No,0,21,JOVENES,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,20-24,4,1,2018-12-01,68,SANTANDER,BARRANCABERMEJA,81,68081
1573,2018,DICIEMBRE,No,0,14,ADOLESCENCIA,MASCULINO,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,DEFENSORIA DEL PUEBLO,12,10-14,2,1,2018-12-01,68,SANTANDER,BARRANCABERMEJA,81,68081
