Regional,Nivel,Programa,Genero,Cantidad,Año,Periodo
Bogotá,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (BOGOTA),M,5,2018,2
Bogotá,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (BOGOTA),M,1,2018,2
Bogotá,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (BOGOTA),M,1,2018,2
Campus Nueva Granada,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (CAMPUS NG CAJICÁ),F,5,2018,2
Campus Nueva Granada,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (CAMPUS NG CAJICÁ),F,33,2018,2
Campus Nueva Granada,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (CAMPUS NG CAJICÁ),F,3,2018,2
Campus Nueva Granada,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (CAMPUS NG CAJICÁ),F,23,2018,2
Campus Nueva Granada,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (CAMPUS NG CAJICÁ),F,2,2018,2
Campus Nueva Granada,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (CAMPUS NG CAJICÁ),M,4,2018,2
Campus Nueva Granada,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (CAMPUS NG CAJICÁ),M,1,2018,2
Campus Nueva Granada,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (CAMPUS NG CAJICÁ),M,9,2018,2
Campus Nueva Granada,PREGRADO,ADMINISTRACION DE LA SEGURIDAD Y SALUD OCUPACIONAL (CAMPUS NG CAJICÁ),M,11,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),F,4,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),F,6,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),F,34,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),F,24,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),F,50,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),F,5,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),F,10,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),M,2,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),M,1,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),M,13,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),M,12,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),M,24,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),M,1,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),M,7,2018,2
Campus Nueva Granada,PREGRADO,BIOLOGIA APLICADA (CAMPUS NG CAJICÁ),M,1,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),F,2,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),F,15,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),F,40,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),F,69,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),F,45,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),F,100,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),F,1,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),F,6,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),F,2,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),M,1,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),M,6,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),M,17,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),M,49,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),M,35,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),M,56,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),M,7,2018,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),M,5,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),F,6,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),F,6,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),F,15,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),F,104,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),F,20,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),F,38,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),F,2,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),F,4,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),M,2,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),M,8,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),M,56,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),M,5,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),M,42,2018,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),M,4,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),F,6,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),F,33,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),F,45,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),F,189,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),F,124,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),F,379,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),F,31,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),F,80,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),F,6,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),F,12,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),F,2,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),F,7,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,7,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,19,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,37,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,138,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,112,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,277,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,25,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,54,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,8,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,16,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,1,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,3,2018,2
Bogotá,PREGRADO,DERECHO (BOGOTA),M,1,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),F,4,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),F,48,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),F,30,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),F,266,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),F,62,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),F,242,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),F,21,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),F,44,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),F,2,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,4,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,21,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,20,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,154,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,35,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,179,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,11,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,30,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,1,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,3,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,1,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,2,2018,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),M,1,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),F,1,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),F,3,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),F,16,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),F,44,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),F,29,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),F,61,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),F,6,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),F,7,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),M,2,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),M,5,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),M,12,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),M,48,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),M,27,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),M,84,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),M,4,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),M,13,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),M,5,2018,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),M,2,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),F,3,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),F,3,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),F,31,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),F,5,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),F,21,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),F,2,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),F,6,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),M,6,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),M,6,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),M,35,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),M,5,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),M,33,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),M,1,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),M,11,2018,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),M,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),F,10,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),F,9,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),F,67,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),F,14,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),F,53,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),F,7,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),F,7,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),M,2,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),M,4,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),M,37,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),M,8,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),M,30,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),M,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),M,3,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),M,2,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),F,7,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),F,2,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),F,28,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),F,17,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),F,25,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),F,3,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),F,10,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),M,2,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),M,4,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),M,20,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),M,9,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),M,30,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),M,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),M,3,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),M,2,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),F,2,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),F,11,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),F,31,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),F,65,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),F,52,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),F,103,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),F,21,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),F,21,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),F,1,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),F,2,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),F,1,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,4,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,15,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,51,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,110,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,101,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,221,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,22,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,49,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,2,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,9,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,1,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,3,2018,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),M,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),F,2,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),F,9,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),F,7,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),F,49,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),F,13,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),F,53,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),F,4,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),F,10,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),M,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),M,18,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),M,16,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),M,141,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),M,22,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),M,115,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),M,3,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),M,21,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),M,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),M,3,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),F,1,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),F,1,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),F,6,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),F,15,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),F,13,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),F,41,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),F,5,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),F,19,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),F,1,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),F,1,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),M,6,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),M,7,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),M,47,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),M,40,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),M,150,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),M,10,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),M,38,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),M,3,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),M,4,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),M,1,2018,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),M,3,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),F,6,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),F,17,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),F,5,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),F,19,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),F,2,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),F,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),M,4,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),M,6,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),M,46,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),M,6,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),M,52,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),M,3,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),M,21,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),M,1,2018,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),M,1,2018,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),F,2,2018,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),F,3,2018,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),F,9,2018,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),F,5,2018,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),F,10,2018,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),F,2,2018,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),M,3,2018,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),M,12,2018,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),M,26,2018,2
